WeatherID,Station,latitude,longitude,Borough,City,State,ZipCode,Temperature_Max,Temperature_Avg,Temperature_M,Dewpot_Max,Dewpot_Avg,Dewpot_M,Humidity_Max,Humidity_Avg,Humidity_M,Wdspeed_Max,Wdspeed_Avg,Wdspeed_M,Pressure_Max,Pressure_M,Precipitation_Total,Level,Weather_Type,Year,Month,Month_Number,Day
9824,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,55.8,47.6,39,40.1,33.1,26.4,83,59,34,12.1,1.4,0,30.39,30.19,0,Level_1,Sunny,2019,November,11,6
9825,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,58.6,49.2,38.3,48,40.3,31.8,92,72,59,14,1.7,0,30.32,29.95,0.1,Level_1,Light_Rain,2019,November,11,7
9826,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,40.6,35.2,28.8,34,19.8,12.7,77,54,36,24,3.7,0,30.34,29.99,0,Level_1,Sunny,2019,November,11,8
9827,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,43.2,33.6,23,28.9,21,11.5,83,61,33,8.1,0.5,0,30.36,30.16,0,Level_2,Sunny,2019,November,11,9
9828,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,52.5,42.8,33.6,37,31.2,20.5,79,64,49,10,0.6,0,30.16,29.98,0,Level_2,Sunny,2019,November,11,10
9829,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,60.4,49.7,39.4,49.8,43.5,35.4,94,80,58,5,0.2,0,30.08,29.78,0,Level_1,Sunny,2019,November,11,11
9830,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,55.8,40.1,24.3,50,28.7,4.5,92,65,38,19,4,0,30.16,29.64,0.04,Level_2,Light_Snow,2019,November,11,12
9831,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,34.5,27.1,21,13.5,9.3,5.9,62,48,32,18,2.5,0,30.44,30.16,0,Level_1,Sunny,2019,November,11,13
9832,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,46.8,35.3,23.4,28.8,22.1,12.6,79,59,42,11,0.7,0,30.44,30.27,0,Level_2,Sunny,2019,November,11,14
9833,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,50.7,40.8,30.4,29.8,26.4,23.9,82,58,36,18,1.5,0,30.27,30.1,0,Level_2,Sunny,2019,November,11,15
9834,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,43.3,36.9,30,28.4,13.2,1.6,66,40,18,15,1.1,0,30.44,30.21,0,Level_2,Sunny,2019,November,11,16
9835,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.8,37.3,29.1,33.8,25.6,10.9,74,63,42,15,1.1,0,30.41,29.99,0,Level_2,Sunny,2019,November,11,17
9836,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,41.9,39.2,36.5,39.4,36.8,31.3,96,91,72,10.1,0.8,0,29.99,29.68,0.33,Level_2,Heavy_Snow,2019,November,11,18
9837,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,50.4,43.8,40.3,41.4,38.2,32.4,96,82,67,9,0.9,0,29.86,29.69,0.12,Level_2,Light_Snow,2019,November,11,19
9838,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,49.3,42.8,39.6,35.8,32.1,27.9,80,66,44,17,3,0,30.09,29.83,0,Level_2,Sunny,2019,November,11,20
9839,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,54.7,45.3,32.4,37.6,33.6,28.6,90,64,45,11,1,0,30.19,29.96,0,Level_2,Sunny,2019,November,11,21
9840,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,53.8,46.3,37.2,46.6,36,23.2,92,68,48,21,3.1,0,29.99,29.67,0.07,Level_4,Light_Snow,2019,November,11,22
9841,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,44.8,38.7,30.2,35.2,25.9,22.5,89,61,43,13,1,0,30.06,29.69,0.03,Level_2,Light_Snow,2019,November,11,23
9842,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,45.9,41.8,38.1,44.8,38.2,31.5,96,87,64,20,3.1,0,29.69,29.23,0.58,Level_2,Heavy_Snow,2019,November,11,24
9843,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,52.9,43.8,36.3,39.6,35.9,31.8,87,74,58,13,1.7,0,29.92,29.61,0,Level_2,Sunny,2019,November,11,25
9844,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,61,46.8,36.1,45.9,39.9,34.3,95,78,50,7,0.3,0,30.03,29.91,0,Level_1,Sunny,2019,November,11,26
9845,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,58.3,50.9,40.3,51.6,45.6,34.5,94,83,48,30,1.8,0,30.04,29.54,0,Level_4,Sunny,2019,November,11,27
9846,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,53.4,45.3,36.7,36.3,31.3,27,69,58,46,28,7.9,0,30.17,29.6,0,Level_4,Windy,2019,November,11,28
9847,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.1,35.5,29.7,27.1,23.3,20.5,70,61,47,18,2.9,0,30.23,30.07,0,Level_2,Sunny,2019,November,11,29
9848,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,46.4,36.7,30.6,23.2,18.8,13.3,70,50,27,10.1,0.9,0,30.08,29.97,0,Level_2,Sunny,2019,November,11,30
9849,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,39.6,33.8,28.4,38.3,26.9,16.2,95,77,51,18,0.8,0,30,29.45,0.58,Level_1,Heavy_Snow,2019,December,12,1
9850,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,37.8,34.1,30.9,36.1,32.6,29.8,96,94,91,14,1.6,0,29.52,29.44,0.05,Level_2,Light_Snow,2019,December,12,2
9851,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,36.1,32.1,29.7,30.9,27.1,23.2,96,82,67,23,3.9,0,29.61,29.5,0.04,Level_1,Light_Snow,2019,December,12,3
9852,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,38.7,35.5,29.8,34.3,31.1,25,91,84,79,9,1,0,29.6,29.49,0.2,Level_2,Light_Snow,2019,December,12,4
9853,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.6,37.8,34.2,33.4,28.2,21.4,92,70,46,22,5,0,30.09,29.52,0,Level_2,Sunny,2019,December,12,5
9854,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,49.3,40.3,30.6,36.9,28.5,21.6,77,63,47,20,2.3,0,30.13,29.92,0,Level_2,Sunny,2019,December,12,6
9855,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,40.1,34.2,27.1,24.6,18.9,16.2,67,54,38,14,2.3,0,30.5,30.13,0,Level_2,Sunny,2019,December,12,7
9856,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.1,33,21.7,34.3,24.4,16.9,88,72,45,7,0.4,0,30.53,30.3,0,Level_2,Sunny,2019,December,12,8
9857,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,54.9,47.8,38.8,53.2,46.3,34.2,97,95,83,13,1,0,30.31,29.72,1.53,Level_1,Heavy_Snow,2019,December,12,9
9858,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,57.7,53.7,38.1,54.5,50.4,34.9,94,88,72,19,2.9,0,30.07,29.71,0.13,Level_1,Light_Rain,2019,December,12,10
9859,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,38.5,33.9,30,35.6,28.1,16,96,81,51,17,2.1,0,30.48,30.05,0.25,Level_2,Heavy_Snow,2019,December,12,11
9860,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,36,29.8,25.7,23.7,16.9,12.6,83,59,40,12,0.9,0,30.73,30.48,0,Level_1,Sunny,2019,December,12,12
9861,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,51.4,41.3,27.7,50.5,38.5,23.2,97,90,79,6,0.1,0,30.58,29.82,0.93,Level_2,Heavy_Snow,2019,December,12,13
9862,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,55.9,50.4,43.2,55.4,48.1,35.4,98,93,74,24,2.5,0,29.82,29.16,0.71,Level_4,Heavy_Rain,2019,December,12,14
9863,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,48.4,41.9,35.2,36.3,30.1,22.8,78,64,46,24,5.6,0,30.15,29.41,0,Level_4,Windy,2019,December,12,15
9864,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,36.1,33.9,32.2,30.9,24,18.7,92,68,52,11,0.5,0,30.29,30.11,0.27,Level_2,Heavy_Snow,2019,December,12,16
9865,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,35.4,33.4,32,34.2,31.7,30.2,95,94,86,17,1.1,0,30.12,29.64,1,Level_1,Heavy_Snow,2019,December,12,17
9866,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,37,31.1,20.7,30.6,23.2,5.9,86,73,48,34,5.1,0,30.07,29.72,0,Level_1,Sunny,2019,December,12,18
9867,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,25.9,20.3,14.9,13.5,8.3,2.7,66,59,48,26,5.6,0,30.42,30.07,0,Level_1,Windy,2019,December,12,19
9868,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,33.4,26.1,20.5,17.8,15.2,12.7,78,64,48,13,1.8,0,30.61,30.42,0,Level_1,Sunny,2019,December,12,20
9869,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,35.4,27.2,21,26.6,20.1,13.3,92,75,61,6,0.2,0,30.64,30.42,0,Level_1,Sunny,2019,December,12,21
9870,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,47.8,34.5,23.2,30.9,26.4,20.8,93,74,50,11,1.1,0,30.43,30.16,0,Level_2,Sunny,2019,December,12,22
9871,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,55.9,42.7,31.6,33.4,30,26.4,87,63,32,10,1.2,0,30.16,29.93,0,Level_2,Sunny,2019,December,12,23
9872,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,50.5,41.5,32.4,33.4,27.1,18.9,79,58,36,12,0.9,0,30.18,29.93,0,Level_2,Sunny,2019,December,12,24
9873,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,47.1,35.2,25.9,34.9,27.9,19.8,95,76,56,4,0.1,0,30.22,30.12,0,Level_2,Sunny,2019,December,12,25
9874,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,46.8,39.4,30.4,42.6,35.8,29.1,96,87,66,4,0.1,0,30.36,30.14,0,Level_2,Sunny,2019,December,12,26
9875,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,54.3,48.7,45.1,46.6,44.1,41.7,91,84,73,10,0.9,0,30.34,30.1,0,Level_1,Sunny,2019,December,12,27
9876,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,51.4,43.5,36.3,43.2,37.4,31.8,97,80,54,11,0.9,0,30.22,30.09,0,Level_2,Sunny,2019,December,12,28
9877,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,45.1,40.2,33.6,43.7,35.5,30.4,96,84,62,7,0.2,0,30.25,29.93,0.35,Level_2,Heavy_Snow,2019,December,12,29
9878,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,44.4,41.1,38.1,43.3,39.9,35.8,97,96,91,13,1.1,0,29.93,29.65,0.73,Level_2,Heavy_Snow,2019,December,12,30
9879,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,45.3,40.2,37,39.6,36.7,31.3,95,87,70,16,1.2,0,29.71,29.59,0.01,Level_2,Light_Snow,2019,December,12,31
9880,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,39.9,36.6,28.6,32,24.4,20.5,76,62,48,18,4.4,0,29.9,29.64,0,Level_2,Sunny,2020,January,1,1
9881,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,49.6,38.3,26.6,36.7,28.5,20.7,85,69,45,10.1,0.6,0,29.99,29.8,0,Level_2,Sunny,2020,January,1,2
9882,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,47.7,45.7,43.3,45.3,42.4,36.5,95,88,70,5,0.4,0,29.84,29.74,0.11,Level_2,Light_Snow,2020,January,1,3
9883,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,49.6,46.6,40.5,48.7,44.9,34.5,97,94,79,17,1.3,0,29.78,29.5,0.14,Level_2,Light_Snow,2020,January,1,4
9884,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.6,38.1,31.5,34.2,24.8,20.8,78,59,45,31,6.2,0,29.99,29.54,0,Level_2,Windy,2020,January,1,5
9885,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,44.8,36.6,30.6,33.6,28.8,22.8,94,75,50,17,1.5,0,30.03,29.91,0.04,Level_2,Light_Snow,2020,January,1,6
9886,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,43.9,38.3,34.2,32.5,26.4,22.1,84,63,47,11,0.4,0,30.08,29.85,0,Level_2,Sunny,2020,January,1,7
9887,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.3,33.8,27.9,30.9,22.5,10.8,90,66,33,31,5,0,30.39,29.86,0,Level_1,Sunny,2020,January,1,8
9888,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,35.2,28.3,22.5,21.2,11.5,7,67,49,31,20,1.9,0,30.75,30.39,0,Level_1,Sunny,2020,January,1,9
9889,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,54.3,41.8,30.2,45,35.7,21.2,89,79,67,14,0.8,0,30.68,30.39,0,Level_2,Sunny,2020,January,1,10
9890,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,68.9,58.9,45.1,59.2,52.1,42.1,92,79,59,18,2.1,0,30.39,29.94,0,Level_2,Sunny,2020,January,1,11
9891,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,66.9,60.5,44.8,62.8,48.4,33.8,93,67,40,25,5.4,0,30.38,29.78,0.05,Level_4,Light_Rain,2020,January,1,12
9892,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,46.4,41,35.8,41.4,35.1,29.3,93,80,63,8,0.2,0,30.41,30.3,0,Level_2,Sunny,2020,January,1,13
9893,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,45.1,40.9,35.2,43,38.3,33.4,96,90,73,8,0.1,0,30.36,30.09,0.05,Level_2,Light_Snow,2020,January,1,14
9894,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,51.6,44,37.8,43.2,37.4,33.1,97,79,50,12,1.5,0,30.2,30.01,0,Level_2,Sunny,2020,January,1,15
9895,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,49.8,42.1,33.1,45,33,16.9,94,72,46,34,5.5,0,30.21,29.81,0.06,Level_4,Light_Snow,2020,January,1,16
9896,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,33.1,26.4,20.5,17.2,6,-0.9,56,42,27,26,5.2,0,30.68,30.21,0,Level_1,Sunny,2020,January,1,17
9897,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,36,25.6,19.4,34.2,16.3,2.3,95,70,45,14,0.7,0,30.67,29.72,0.3,Level_1,Heavy_Snow,2020,January,1,18
9898,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,43.2,36.6,28.6,34.7,27.7,15.8,95,72,50,23,4.5,0,29.99,29.67,0.05,Level_2,Light_Snow,2020,January,1,19
9899,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,32.5,25.4,19.9,16,6.7,0.5,63,46,26,21,3.5,0,30.38,29.99,0,Level_1,Sunny,2020,January,1,20
9900,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,35.2,25.7,18,14.2,10.6,3.6,76,54,32,12.1,1.1,0,30.46,30.36,0,Level_1,Sunny,2020,January,1,21
9901,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,39.4,28.2,19.4,23.7,18.1,12.2,84,67,44,8,0.4,0,30.48,30.39,0,Level_1,Sunny,2020,January,1,22
9902,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,45,34.1,23.7,30.6,23.7,19,86,68,36,6,0.3,0,30.42,30.31,0,Level_2,Sunny,2020,January,1,23
9903,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,49.6,39.3,27.5,35.6,30.6,24.1,88,72,44,7,0.4,0,30.37,30.22,0,Level_2,Sunny,2020,January,1,24
9904,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,49.6,43.1,38.7,48.7,40.9,34.9,97,92,85,18,1.8,0,30.22,29.71,0.92,Level_2,Heavy_Snow,2020,January,1,25
9905,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,46,39.8,34.3,37.2,32.1,27.9,93,75,54,17,2.5,0,29.82,29.74,0,Level_2,Sunny,2020,January,1,26
9906,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,44.2,39.6,33.8,32.5,30.4,27.7,79,70,58,14,2,0,29.77,29.64,0,Level_2,Sunny,2020,January,1,27
9907,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,44.2,39.1,36.5,29.3,27,23.9,71,62,51,17,4.1,0,29.93,29.73,0,Level_2,Sunny,2020,January,1,28
9908,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.6,35.7,28.9,25,20,16,61,53,37,15,2.6,0,30.18,29.93,0,Level_2,Sunny,2020,January,1,29
9909,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,36.9,30.4,23.7,28,20,14.4,86,66,45,10,0.4,0,30.33,30.17,0,Level_1,Sunny,2020,January,1,30
9910,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,43.2,37.6,30.4,37.8,32.8,25.3,93,83,75,7,0.2,0,30.32,30.12,0.01,Level_2,Light_Snow,2020,January,1,31
9911,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,41.4,39.4,36.1,38.7,37,34.5,95,91,84,4,0.1,0,30.13,29.66,0.03,Level_2,Light_Snow,2020,February,2,1
9912,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,43.2,37.5,34.7,36.3,33.5,28.8,95,86,57,14,1.6,0,29.66,29.47,0.17,Level_2,Light_Snow,2020,February,2,2
9913,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,58.6,44.2,34.2,40.1,36.5,32.5,95,77,44,12.1,1.2,0,29.87,29.54,0.01,Level_2,Light_Snow,2020,February,2,3
9914,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,58.8,48.8,40.1,51.3,44.6,37.8,92,86,72,6,0.2,0,29.84,29.72,0.02,Level_1,Light_Rain,2020,February,2,4
9915,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,52.3,41.6,38.3,50.7,30.7,20.3,94,66,45,15,0.8,0,30.05,29.73,0.02,Level_2,Light_Snow,2020,February,2,5
9916,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.8,40.1,36,41.7,38.8,30.7,96,95,74,6,0.2,0,29.92,29.34,0.69,Level_2,Heavy_Snow,2020,February,2,6
9917,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,58.3,41.3,32.5,56.8,36.3,19.4,98,83,55,36,6,0,29.75,28.79,0.2,Level_4,Light_Snow,2020,February,2,7
9918,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,41.5,33.6,28.2,24.6,20.9,16.9,81,60,44,20,3.2,0,30.35,29.75,0,Level_1,Sunny,2020,February,2,8
9919,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,47.7,38.1,28.2,37,30.5,23.4,87,75,59,8,0.4,0,30.5,30.34,0,Level_2,Sunny,2020,February,2,9
9920,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,47.3,43.1,40.1,42.3,38.9,31.8,96,85,72,12,1.3,0,30.33,30.06,0.36,Level_2,Heavy_Snow,2020,February,2,10
9921,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,48.6,45.6,42.8,46.6,43.7,37,97,93,77,13,0.9,0,30.09,29.78,0.3,Level_2,Heavy_Snow,2020,February,2,11
9922,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,45.7,41.1,36.1,37,29.1,23.2,90,63,45,14,2.2,0,30.21,29.91,0.12,Level_2,Light_Snow,2020,February,2,12
9923,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,42.3,39.1,35.4,41,36.6,29.3,96,91,65,21,1.3,0,29.96,29.56,0.24,Level_2,Heavy_Snow,2020,February,2,13
9924,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,39,29.6,17.2,31.3,14.3,1.2,84,54,32,21,3.8,0,30.58,29.92,0,Level_1,Sunny,2020,February,2,14
9925,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,30,22.5,12.6,20.8,10.8,1.8,76,61,46,9,0.8,0,30.65,30.33,0,Level_1,Sunny,2020,February,2,15
9926,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,47.7,35.1,27.3,31.8,27.4,20.8,87,74,49,11,1.1,0,30.33,30.06,0,Level_2,Sunny,2020,February,2,16
9927,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,48.4,37.7,34.5,32.5,30,25.3,85,74,42,3,0,0,30.35,30.09,0,Level_2,Sunny,2020,February,2,17
9928,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,47.1,42.5,37.2,44.6,37.3,24.4,95,82,58,7,0.5,0,30.37,29.96,0,Level_2,Sunny,2020,February,2,18
9929,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,48.7,42.8,32,43.2,23.8,12.7,93,50,25,19,3.8,0,30.37,29.98,0,Level_2,Sunny,2020,February,2,19
9930,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,35.4,31.3,25.2,19.4,13.8,9.1,62,49,36,15,1.9,0,30.47,30.36,0,Level_1,Sunny,2020,February,2,20
9931,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,36.7,27.8,19.2,10.9,7.6,1.8,62,44,24,22,1.3,0,30.5,30.33,0,Level_1,Sunny,2020,February,2,21
9932,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,50.7,37.9,27.3,16.2,11.6,8.6,54,35,19,15,2.6,0,30.33,30.13,0,Level_2,Sunny,2020,February,2,22
9933,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,57.7,42.9,27.7,22.6,16.4,13.6,58,37,18,10.1,1.1,0,30.22,30.06,0,Level_2,Sunny,2020,February,2,23
9934,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,58.3,44.2,30.7,39.9,33.3,18.9,93,67,32,7,0.4,0,30.08,29.9,0,Level_2,Sunny,2020,February,2,24
9935,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,50.2,46.3,43.5,45.9,42.6,37,96,87,64,6,0.1,0,29.9,29.8,0.15,Level_1,Light_Snow,2020,February,2,25
9936,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,46.8,44.9,42.8,45.7,43.8,41.9,97,96,94,8,0.5,0,29.96,29.57,0.02,Level_2,Light_Snow,2020,February,2,26
9937,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,45.7,38.7,29.8,45,27,12.2,97,65,37,33,8.3,0,29.83,29.29,0.3,Level_4,SnowStorm,2020,February,2,27
9938,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,41.4,34.2,28,21.2,15.9,12.4,55,47,36,24,5.3,0,29.88,29.76,0,Level_1,Windy,2020,February,2,28
9939,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,35.2,29.9,25.3,17.1,11.9,8.2,55,47,37,21,4.7,0,30.06,29.82,0,Level_1,Sunny,2020,February,2,29
9940,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,44.4,32.9,22.8,23.5,16.7,10.6,73,52,33,17,3.1,0,30.16,30.05,0,Level_1,Sunny,2020,March,3,1
9941,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,59.9,47.5,30.7,42.3,33.4,21.2,87,59,39,15,1.3,0,30.14,29.76,0,Level_1,Sunny,2020,March,3,2
9942,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,55.8,50.9,45.9,51.3,46.5,42.1,96,85,60,20,1.4,0,29.78,29.43,0.22,Level_1,Heavy_Rain,2020,March,3,3
9943,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,56.7,49.8,44.2,43.5,32.7,25.5,80,54,33,26,6.1,0,29.87,29.51,0,Level_4,Windy,2020,March,3,4
9944,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,52.3,43.7,38.1,36.5,29.4,22.3,87,59,31,16,2.1,0,30.14,29.87,0,Level_2,Sunny,2020,March,3,5
9945,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,45.7,38.9,32.2,38.8,35.6,30.2,96,88,71,12,0.6,0,30.06,29.75,0.48,Level_2,Heavy_Snow,2020,March,3,6
9946,KNYNEWYO103,40.5674,-74.1343,Staten_Island,Richmondtown,NY,10306,48.6,40.3,35.1,34.7,21.2,6.4,93,53,19,23,3.8,0,30.4,29.9,0.01,Level_2,Light_Snow,2020,March,3,7
