CID,unique_key,agency,agency_name,complaint_type,status,city,borough,incident_zip,latitude,longitude,Created_Year,Created_Month,Created_Month_Number,Created_Day,Created_Date,Closed_Year,Closed_Month,Closed_Month_Number,Closed_Day,Closed_Date,state
1214,43247924,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11103,40.76603751,-73.90884317,2019,July,7,10,2019-07-10,2019,July,7,15,2019-07-15,NY
1215,45410054,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10312,40.54169243,-74.16138068,2020,January,1,17,2020-01-17,2020,January,1,22,2020-01-22,NY
1216,43250226,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Cambria_Heights,Queens,11411,40.69823608,-73.73241874,2019,July,7,10,2019-07-10,2019,August,8,6,2019-08-06,NY
1217,45412772,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11221,40.6868451,-73.91896818,2020,January,1,17,2020-01-17,2020,April,4,15,2020-04-15,NY
1218,45417596,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Howard_Beach,Queens,11414,40.66219885,-73.83767898,2020,January,1,18,2020-01-18,2020,April,4,2,2020-04-02,NY
1219,43252508,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11215,40.667433,-73.97781673,2019,July,7,10,2019-07-10,2019,August,8,5,2019-08-05,NY
1220,43732083,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10312,40.5292104,-74.19088392,2019,September,9,5,2019-09-05,2020,March,3,10,2020-03-10,NY
1221,40471160,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11355,40.75539559,-73.80958325,2018,October,10,5,2018-10-05,2019,September,9,16,2019-09-16,NY
1222,43316939,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11435,40.69763227,-73.80479674,2019,July,7,18,2019-07-18,2019,September,9,11,2019-09-11,NY
1223,40480388,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Forest_Hills,Queens,11375,40.72272361,-73.84144591,2018,October,10,6,2018-10-06,2019,November,11,15,2019-11-15,NY
1224,45472708,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11238,40.67564863,-73.96830726,2020,January,1,25,2020-01-25,2020,January,1,30,2020-01-30,NY
1225,45472728,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11355,40.7437421,-73.82564697,2020,January,1,25,2020-01-25,2020,February,2,11,2020-02-11,NY
1226,43266521,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10469,40.87664847,-73.85861303,2019,July,7,12,2019-07-12,2019,July,7,25,2019-07-25,NY
1227,45473541,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Woodhaven,Queens,11421,40.69545062,-73.85528289,2020,January,1,25,2020-01-25,2021,March,3,30,2021-03-30,NY
1228,40509559,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11234,40.61379682,-73.92941202,2018,October,10,10,2018-10-10,2019,September,9,24,2019-09-24,NY
1229,51993389,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10455,40.81658326,-73.91076818,2021,September,9,26,2021-09-26,2021,October,10,20,2021-10-20,NY
1230,45478754,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10002,40.7137166,-73.98612312,2020,January,1,26,2020-01-26,2020,February,2,26,2020-02-26,NY
1231,45478766,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Jamaica,Queens,11433,40.70344623,-73.78360147,2020,January,1,26,2020-01-26,2020,February,2,6,2020-02-06,NY
1232,45479258,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Elmhurst,Queens,11373,40.74311684,-73.89073676,2020,January,1,26,2020-01-26,2020,March,3,26,2020-03-26,NY
1233,45479432,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10023,40.7812478,-73.98181936,2020,January,1,26,2020-01-26,2020,March,3,30,2020-03-30,NY
1234,43271503,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10466,40.89513239,-73.8573403,2019,July,7,13,2019-07-13,2019,July,7,29,2019-07-29,NY
1235,40568631,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10467,40.87090112,-73.87033658,2018,October,10,16,2018-10-16,2019,August,8,15,2019-08-15,NY
1236,45480746,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Middle_Village,Queens,11379,40.72355677,-73.87123658,2020,January,1,27,2020-01-27,2020,April,4,6,2020-04-06,NY
1237,43274424,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10023,40.77510588,-73.98789032,2019,July,7,13,2019-07-13,2019,July,7,18,2019-07-18,NY
1238,43274731,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11236,40.64090261,-73.89479565,2019,July,7,13,2019-07-13,2019,July,7,23,2019-07-23,NY
1239,45378015,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11211,40.71632327,-73.94041403,2020,January,1,13,2020-01-13,2020,January,1,17,2020-01-17,NY
1240,18434937,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11354,40.76596448,-73.82262135,2010,August,8,7,2010-08-07,2010,August,8,9,2010-08-09,NY
1241,45482432,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Middle_Village,Queens,11379,40.72349164,-73.8694617,2020,January,1,27,2020-01-27,2020,March,3,26,2020-03-26,NY
1242,45483380,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11207,40.67357768,-73.88456712,2020,January,1,27,2020-01-27,2020,June,6,22,2020-06-22,NY
1243,45484941,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11237,40.70185495,-73.92517485,2020,January,1,27,2020-01-27,2020,January,1,27,2020-01-27,NY
1244,45488736,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11102,40.77002868,-73.9244448,2020,January,1,28,2020-01-28,2020,February,2,12,2020-02-12,NY
1245,45489796,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10040,40.85321065,-73.92943266,2020,January,1,28,2020-01-28,2020,January,1,30,2020-01-30,NY
1246,45489797,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Ridgewood,Queens,11385,40.7066138,-73.90570355,2020,January,1,28,2020-01-28,2020,April,4,6,2020-04-06,NY
1247,45489854,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11229,40.60012547,-73.95854823,2020,January,1,28,2020-01-28,2020,April,4,14,2020-04-14,NY
1248,43280380,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10002,40.71341231,-73.98968347,2019,July,7,14,2019-07-14,2019,July,7,15,2019-07-15,NY
1249,45495069,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10040,40.85269389,-73.92820782,2020,January,1,28,2020-01-28,2020,January,1,30,2020-01-30,NY
1250,43284790,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11354,40.76239566,-73.82398815,2019,July,7,15,2019-07-15,2019,July,7,31,2019-07-31,NY
1251,45446419,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10312,40.54391708,-74.17180237,2020,January,1,22,2020-01-22,2020,January,1,23,2020-01-23,NY
1252,40950224,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Kew_Gardens,Queens,11415,40.70385728,-73.82702083,2018,November,11,15,2018-11-15,2020,March,3,30,2020-03-30,NY
1253,42995676,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10309,40.53148677,-74.20314665,2019,June,6,17,2019-06-17,2020,September,9,1,2020-09-01,NY
1254,45447517,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11103,40.76604572,-73.90881067,2020,January,1,22,2020-01-22,2020,February,2,18,2020-02-18,NY
1255,40960131,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Kew_Gardens,Queens,11415,40.70383545,-73.82710745,2018,November,11,16,2018-11-16,2020,March,3,30,2020-03-30,NY
1256,45451961,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11237,40.70132624,-73.9111713,2020,January,1,22,2020-01-22,2020,April,4,15,2020-04-15,NY
1257,42985602,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11216,40.69081358,-73.94633257,2019,June,6,16,2019-06-16,2019,July,7,3,2019-07-03,NY
1258,45456924,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10306,40.58107968,-74.09590843,2020,January,1,23,2020-01-23,2020,December,12,23,2020-12-23,NY
1259,36478766,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10473,40.81203839,-73.85452363,2017,June,6,18,2017-06-18,2017,June,6,20,2017-06-20,NY
1260,45460091,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10011,40.73530489,-73.99605967,2020,January,1,23,2020-01-23,2020,January,1,24,2020-01-24,NY
1261,43301793,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11204,40.61761878,-73.98305258,2019,July,7,16,2019-07-16,2020,March,3,26,2020-03-26,NY
1262,43303094,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10065,40.76771116,-73.97051616,2019,July,7,17,2019-07-17,2019,July,7,17,2019-07-17,NY
1263,45462382,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Whitestone,Queens,11357,40.77868299,-73.81184196,2020,January,1,24,2020-01-24,2020,February,2,20,2020-02-20,NY
1264,18475694,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Rego_Park,Queens,11374,40.71954347,-73.8591303,2010,August,8,13,2010-08-13,2010,August,8,18,2010-08-18,NY
1265,45464308,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,South_Ozone_Park,Queens,11420,40.67437714,-73.82259816,2020,January,1,24,2020-01-24,2020,April,4,2,2020-04-02,NY
1266,18476189,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11214,40.59938084,-73.99771696,2010,August,8,13,2010-08-13,2010,August,8,17,2010-08-17,NY
1267,18476812,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11216,40.67741876,-73.94561509,2010,August,8,13,2010-08-13,2010,August,8,13,2010-08-13,NY
1268,45465225,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10309,40.53221948,-74.22106038,2020,January,1,24,2020-01-24,2020,January,1,27,2020-01-27,NY
1269,18477934,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11231,40.68015416,-73.9921583,2010,August,8,13,2010-08-13,2010,August,8,16,2010-08-16,NY
1270,45467125,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10011,40.73403687,-73.99872627,2020,January,1,24,2020-01-24,2020,February,2,12,2020-02-12,NY
1271,43495395,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10040,40.85780038,-73.93509974,2019,August,8,8,2019-08-08,2019,August,8,12,2019-08-12,NY
1272,36508436,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11217,40.67957602,-73.97854818,2017,June,6,21,2017-06-21,2018,March,3,14,2018-03-14,NY
1273,42718501,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11228,40.62394644,-74.00884015,2019,May,5,19,2019-05-19,2019,May,5,21,2019-05-21,NY
1274,43315581,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Fresh_Meadows,Queens,11365,40.74494368,-73.79066643,2019,July,7,18,2019-07-18,2019,August,8,9,2019-08-09,NY
1275,45568940,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Astoria,Queens,11105,40.77227019,-73.90141172,2020,February,2,7,2020-02-07,2020,March,3,31,2020-03-31,NY
1276,36523321,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11209,40.62396194,-74.03051905,2017,June,6,23,2017-06-23,2017,June,6,28,2017-06-28,NY
1277,45574405,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Fresh_Meadows,Queens,11365,40.74997591,-73.78677076,2020,February,2,8,2020-02-08,2020,February,2,10,2020-02-10,NY
1278,41172168,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10032,40.8367151,-73.94479462,2018,December,12,12,2018-12-12,2020,April,4,7,2020-04-07,NY
1279,43328170,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11230,40.62780347,-73.97611509,2019,July,7,19,2019-07-19,2020,March,3,2,2020-03-02,NY
1280,45575186,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Ridgewood,Queens,11385,40.69711186,-73.89069315,2020,February,2,8,2020-02-08,2020,March,3,26,2020-03-26,NY
1281,45575932,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Long_Island_City,Queens,11101,40.75515185,-73.91991378,2020,February,2,8,2020-02-08,2020,February,2,26,2020-02-26,NY
1282,45577558,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Fresh_Meadows,Queens,11365,40.74997591,-73.78677076,2020,February,2,8,2020-02-08,2020,February,2,10,2020-02-10,NY
1283,45587674,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11201,40.69255246,-73.99538065,2020,February,2,11,2020-02-11,2020,February,2,23,2020-02-23,NY
1284,45588664,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10312,40.54103705,-74.16858565,2020,February,2,10,2020-02-10,2020,February,2,12,2020-02-12,NY
1285,45590658,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10022,40.75998799,-73.96287423,2020,February,2,10,2020-02-10,2020,March,3,2,2020-03-02,NY
1286,52137035,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10460,40.83973659,-73.86691701,2021,October,10,9,2021-10-09,2021,October,10,20,2021-10-20,NY
1287,45592265,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10013,40.72602456,-74.00936961,2020,February,2,11,2020-02-11,2020,February,2,13,2020-02-13,NY
1288,45592311,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.64837509,-74.0081659,2020,February,2,11,2020-02-11,2020,April,4,28,2020-04-28,NY
1289,45593243,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10034,40.86823339,-73.92243142,2020,February,2,11,2020-02-11,2020,February,2,13,2020-02-13,NY
1290,45504628,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10024,40.78734812,-73.97527423,2020,January,1,29,2020-01-29,2020,January,1,31,2020-01-31,NY
1291,18514812,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10014,40.73705605,-74.00374919,2010,August,8,19,2010-08-19,2011,January,1,5,2011-01-05,NY
1292,18515962,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11206,40.70908074,-73.94793377,2010,August,8,19,2010-08-19,2010,August,8,27,2010-08-27,NY
1293,18516386,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Elmhurst,Queens,11373,40.73770686,-73.88230175,2010,August,8,19,2010-08-19,2012,September,9,17,2012-09-17,NY
1294,45509872,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11221,40.69244015,-73.92912322,2020,January,1,30,2020-01-30,2020,April,4,20,2020-04-20,NY
1295,36553341,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Howard_Beach,Queens,11414,40.65154396,-73.84188176,2017,June,6,27,2017-06-27,2018,January,1,19,2018-01-19,NY
1296,41387530,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Woodside,Queens,11377,40.75922905,-73.90697185,2019,January,1,10,2019-01-10,2019,December,12,16,2019-12-16,NY
1297,43891298,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11204,40.61344214,-73.99144578,2019,September,9,25,2019-09-25,2019,December,12,3,2019-12-03,NY
1298,18524838,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11206,40.71133776,-73.94384881,2010,August,8,20,2010-08-20,2010,October,10,8,2010-10-08,NY
1299,45517740,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10308,40.54004335,-74.15295419,2020,January,1,31,2020-01-31,2020,December,12,23,2020-12-23,NY
1300,45517766,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10309,40.53353361,-74.20359896,2020,January,1,31,2020-01-31,2020,December,12,23,2020-12-23,NY
1301,45518682,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10031,40.82528782,-73.94266507,2020,January,1,31,2020-01-31,2020,February,2,7,2020-02-07,NY
1302,45518761,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10018,40.75610737,-73.99683448,2020,January,1,31,2020-01-31,2020,February,2,3,2020-02-03,NY
1303,45519746,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11221,40.69852462,-73.92375768,2020,January,1,31,2020-01-31,2020,April,4,13,2020-04-13,NY
1304,45520720,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11235,40.57996165,-73.9389337,2020,January,1,31,2020-01-31,2020,April,4,20,2020-04-20,NY
1305,45523922,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Floral_Park,Queens,11001,40.73116543,-73.70878659,2020,February,2,1,2020-02-01,2020,March,3,9,2020-03-09,NY
1306,45524726,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11211,40.71316673,-73.94029421,2020,February,2,1,2020-02-01,2020,February,2,4,2020-02-04,NY
1307,45524736,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10019,40.76690128,-73.98329618,2020,February,2,1,2020-02-01,2020,March,3,17,2020-03-17,NY
1308,41472308,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Woodside,Queens,11377,40.74999221,-73.90272233,2019,January,1,20,2019-01-20,2020,March,3,20,2020-03-20,NY
1309,18490214,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10457,40.85201271,-73.89526783,2010,August,8,16,2010-08-16,2011,January,1,26,2011-01-26,NY
1310,18490748,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.6445436,-74.00371877,2010,August,8,16,2010-08-16,2010,August,8,17,2010-08-17,NY
1311,18490749,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.64456007,-74.00370075,2010,August,8,16,2010-08-16,2010,August,8,17,2010-08-17,NY
1312,18491847,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10014,40.73875493,-74.0064593,2010,August,8,16,2010-08-16,2010,December,12,8,2010-12-08,NY
1313,18492122,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10012,40.72819604,-74.00095251,2010,August,8,16,2010-08-16,2011,January,1,13,2011-01-13,NY
1314,45529186,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11211,40.70767226,-73.95337403,2020,February,2,2,2020-02-02,2020,February,2,6,2020-02-06,NY
1315,36581734,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10021,40.77052867,-73.95746017,2017,June,6,30,2017-06-30,2017,July,7,10,2017-07-10,NY
1316,45537536,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10011,40.74369005,-73.99464812,2020,February,2,3,2020-02-03,2020,February,2,10,2020-02-10,NY
1317,18500583,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10065,40.76379073,-73.96704517,2010,August,8,17,2010-08-17,2010,November,11,19,2010-11-19,NY
1318,45539367,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Bronx,Bronx,10460,40.83531863,-73.88579345,2020,February,2,3,2020-02-03,2020,February,2,13,2020-02-13,NY
1319,45539507,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11220,40.63620171,-74.02751254,2020,February,2,3,2020-02-03,2020,April,4,6,2020-04-06,NY
1320,41523850,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Cambria_Heights,Queens,11411,40.69953324,-73.74399383,2019,January,1,25,2019-01-25,2019,October,10,15,2019-10-15,NY
1321,45544500,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Ridgewood,Queens,11385,40.70626669,-73.90417115,2020,February,2,4,2020-02-04,2020,March,3,26,2020-03-26,NY
1322,18507054,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Ozone_Park,Queens,11416,40.68524576,-73.85327505,2010,August,8,18,2010-08-18,2010,August,8,25,2010-08-25,NY
1323,45545400,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,South_Ozone_Park,Queens,11420,40.67083355,-73.80719671,2020,February,2,4,2020-02-04,2020,March,3,26,2020-03-26,NY
1324,45546394,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11225,40.66258629,-73.95970969,2020,February,2,4,2020-02-04,2020,May,5,4,2020-05-04,NY
1325,18508620,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Long_Island_City,Queens,11101,40.75429524,-73.93721102,2010,August,8,18,2010-08-18,2010,September,9,3,2010-09-03,NY
1326,18508739,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Maspeth,Queens,11378,40.72313992,-73.90899925,2010,August,8,18,2010-08-18,2010,August,8,20,2010-08-20,NY
1327,45512787,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10018,40.75534711,-73.99860314,2020,January,1,30,2020-01-30,2020,January,1,31,2020-01-31,NY
1328,18560791,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11204,40.60783067,-73.98187739,2010,August,8,26,2010-08-26,2010,September,9,2,2010-09-02,NY
1329,43334127,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Staten_Island,Staten_Island,10307,40.51459924,-74.24593999,2019,July,7,20,2019-07-20,2019,July,7,26,2019-07-26,NY
1330,41572358,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11234,40.61012483,-73.93030549,2019,January,1,31,2019-01-31,2020,January,1,7,2020-01-07,NY
1331,18561019,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Forest_Hills,Queens,11375,40.72076174,-73.85658077,2010,August,8,27,2010-08-27,2012,September,9,17,2012-09-17,NY
1332,36645964,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10030,40.82265087,-73.94413064,2017,July,7,8,2017-07-08,2018,September,9,4,2018-09-04,NY
1333,45551544,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Corona,Queens,11368,40.74105803,-73.85561687,2020,February,2,5,2020-02-05,2020,March,3,26,2020-03-26,NY
1334,45551569,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11209,40.6247543,-74.02243926,2020,February,2,5,2020-02-05,2020,April,4,6,2020-04-06,NY
1335,45555564,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Flushing,Queens,11354,40.76211263,-73.82022747,2020,February,2,5,2020-02-05,2020,February,2,20,2020-02-20,NY
1336,45562369,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11217,40.68632608,-73.98248705,2020,February,2,6,2020-02-06,2020,April,4,8,2020-04-08,NY
1337,45563975,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Woodside,Queens,11377,40.74035036,-73.91737305,2020,February,2,7,2020-02-07,2020,February,2,26,2020-02-26,NY
1338,45564009,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11224,40.57589877,-73.9913066,2020,February,2,7,2020-02-07,2020,February,2,11,2020-02-11,NY
1339,45642585,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11229,40.60309059,-73.95332462,2020,February,2,18,2020-02-18,2020,March,3,10,2020-03-10,NY
1340,45643320,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10013,40.72602456,-74.00936961,2020,February,2,18,2020-02-18,2020,February,2,19,2020-02-19,NY
1341,45645866,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,Brooklyn,Brooklyn,11230,40.61889355,-73.9563177,2020,February,2,18,2020-02-18,2020,February,2,19,2020-02-19,NY
1342,45649633,DPR,Department_of_Parks_and_Recreation,Illegal_Tree_Damage,Closed,New_York,Manhattan,10034,40.86803888,-73.92297399,2020,February,2,19,2020-02-19,2020,February,2,26,2020-02-26,NY
